微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
快乐小憨憨嘿,08月17日 23:57,//weibo.com/7269670774/M1vKotqYO?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安 ?,yellow,0,0,0
我叫卤弟_,08月17日 23:56,//weibo.com/2281809390/M1vKkBMuX?refer_flag=1001030103_,#涪陵山火#广东的??分点给重庆吧 ?,yellow,0,0,0
无碍自在成就祈垂赐,08月17日 23:56,//weibo.com/6685166802/M1vKhlM5B?refer_flag=1001030103_,#涪陵山火##重庆涪陵山火仍在扑救中# 望尽快扑灭山火，望消防员平安。 ?,yellow,1,1,2
X不知名奶糖,08月17日 23:56,//weibo.com/2995835752/M1vKh7tdz?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安 平安 快快下雨?? ?,yellow,0,0,0
Planet-95,08月17日 23:56,//weibo.com/3741527261/M1vKgtCWo?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平安 ?,yellow,0,0,0
新新鲜鲜木子园,08月17日 23:56,//weibo.com/7780838836/M1vKfjTOn?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#又想起流浪地球的开头 ?,yellow,0,0,0
登你可拉倒吧,08月17日 23:56,//weibo.com/5478066213/M1vKeEXFY?refer_flag=1001030103_,#涪陵山火##重庆涪陵山火仍在扑救中# 一定要平平安安??? L登你可拉倒吧的微博视频 ?,yellow,0,0,0
狸狸皆是盆三,08月17日 23:56,//weibo.com/6106061584/M1vKeosif?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#????? ?,yellow,0,0,0
沈阳晚报,08月17日 23:56,//weibo.com/1280846847/M1vKawNqm?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（央视新闻）#突发# L央视新闻的微博视频 ?,blue,1,1,10
王天爸_,08月17日 23:56,//weibo.com/7644651312/M1vK8tPdL?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#消防员真的要注意安全呀 ?,yellow,0,0,0
嘚吧嘚烦,08月17日 23:56,//weibo.com/2727781501/M1vK7CMTO?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#赶紧下两天雨吧，太干燥了 ?,yellow,0,0,0
李姐顺利按时毕业,08月17日 23:56,//weibo.com/5637170946/M1vK6t3qA?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安??? ?,yellow,0,0,0
冰淇淋味的巧克力呀,08月17日 23:56,//weibo.com/5425872563/M1vK50C33?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#深圳的雨分点给重庆吧！！ ?,yellow,0,0,0
Q-乔QIAO,08月17日 23:56,//weibo.com/2750979031/M1vK4EnhV?refer_flag=1001030103_,此时此刻，将近夜晚12点了，还38度！比大部分地区白天最高温还热，重庆热疯了还要热半个月呢，好日子在后面呢#涪陵山火# 更惨，生活用水不够，消防员太辛苦了，只有开辟隔离带扑火！ ?,yellow,0,15,10
小羊爱吃大梨子,08月17日 23:56,//weibo.com/7304787524/M1vK4EmSZ?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平安啊 ?,yellow,0,2,1
嘛依嘛jio咯-,08月17日 23:56,//weibo.com/6124549009/M1vK39L2x?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#??? ?,yellow,0,0,1
纵观滨州,08月17日 23:56,//weibo.com/5843024990/M1vK2gvrY?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,yellow,0,0,0
喝三杯可乐,08月17日 23:56,//weibo.com/7728842865/M1vK1m9zH?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平安啊 ?,yellow,0,0,1
107封贺信_,08月17日 23:56,//weibo.com/6735386300/M1vK0xjUD?refer_flag=1001030103_,#重庆涪陵突发山火#朋友圈刷屏了已经 ?,yellow,0,0,0
爱吃三文鱼的猪咪,08月17日 23:56,//weibo.com/7767928572/M1vJZ3Nic?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#川渝最近真的太热了 ?,yellow,0,0,0
橙_啵,08月17日 23:56,//weibo.com/6528313548/M1vJY8kXw?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安? ?,yellow,0,0,0
叙州之窗,08月17日 23:56,//weibo.com/3585793804/M1vJXe0wP?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,0
我是小幸运丸子,08月17日 23:55,//weibo.com/6180753922/M1vJOpmrk?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 平安 要是来场大雨就好了? ?,yellow,0,0,1
黄河口检察在线,08月17日 23:55,//weibo.com/5154653304/M1vJM3GAY?refer_flag=1001030103_,【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ? ???,blue,0,4,3
头脑糊涂小呆瓜,08月17日 23:55,//weibo.com/2534804671/M1vJK0HMH?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#把北方的雨给南方一点吧！ ?,yellow,0,0,0
充其量So,08月17日 23:55,//weibo.com/1881603912/M1vJJ6nG3?refer_flag=1001030103_,#重庆涪陵突发山火# ??? ?,yellow,0,1,0
杏鱼塘,08月17日 23:55,//weibo.com/6445843649/M1vJG94rk?refer_flag=1001030103_,重庆已经燃山火了 ?,yellow,0,0,0
我是小熊猫啊啊啊啊,08月17日 23:55,//weibo.com/3204365125/M1vJG5KIc?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#四十多度的高温，愿消防员平安归来 ?,yellow,0,0,0
o忘襟不健忘o,08月17日 23:55,//weibo.com/7153574276/M1vJzCMxV?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#我天！愿平安最近温度实在太高了 ?,yellow,0,0,0
大大狸猫子,08月17日 23:55,//weibo.com/1731657072/M1vJzmhsE?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#这个天，真的是 ?,yellow,0,0,1
黄河口检察在线,08月17日 23:55,//weibo.com/5154653304/M1vJzlb1L?refer_flag=1001030103_,【森林防火应该注意啥？】森林防火，人人有责。你知道吗？大部分森林火灾都是人为原因造成的。进入林区时千万记得不携带火种、不在山上吸烟、不野炊烧烤、烧纸祭祀以及燃放烟花爆竹……更多知识戳视频，一定要记牢哦～#重庆涪陵山火仍在扑救中# L中国消防的微博视频 ? ???,blue,1,1,1
九宸只有天上有,08月17日 23:55,//weibo.com/3076260540/M1vJzk55G?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#这么热的天，消防员辛苦了，一定要注意安全，都平平安安的。 ?,yellow,0,0,0
月华浅如诗倾城,08月17日 23:54,//weibo.com/5261667072/M1vJvss2w?refer_flag=1001030103_,#重庆涪陵突发山火#居民和消防人员都要平安啊 ?,yellow,0,0,0
丰神俊朗7594,08月17日 23:54,//weibo.com/7587840085/M1vJsyps5?refer_flag=1001030103_,分享网易新闻《重庆涪陵北山坪突发山火 暂无人员伤亡》 O重庆涪陵北山坪突发山火 暂无人员伤亡 来自@网易新闻客户端 #网易新闻# ?,yellow,0,0,0
魏格格Weigege,08月17日 23:54,//weibo.com/6997342809/M1vJs0jyp?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 愿在一线工作生活的人安康！ 2恩施土家族苗族自治州 ?,yellow,0,5,18
登你可拉倒吧,08月17日 23:54,//weibo.com/5478066213/M1vJoFEQ2?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安????? L登你可拉倒吧的微博视频 ?,yellow,0,0,0
六块香菜地,08月17日 23:54,//weibo.com/6857551760/M1vJml4XA?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#妈呀 希望平平安安 ?,yellow,0,0,0
菜鸟军虫,08月17日 23:54,//weibo.com/1393202693/M1vJm3uoM?refer_flag=1001030103_,菜鸟军虫#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ???,yellow,0,0,1
别忘加加辣了,08月17日 23:54,//weibo.com/7727097591/M1vJjpZik?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安！！！ ?,yellow,0,0,0
西瓜吃成球,08月17日 23:54,//weibo.com/3237789542/M1vJjoRBY?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#这个天气，高速路边的绿化都干死了，小区绿化也黄了，山火，太可怕了 ?,yellow,1,0,5
Fugust,08月17日 23:54,//weibo.com/7655605502/M1vJj7gAA?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安? ?,yellow,0,0,0
带字表情包重度爱好者,08月17日 23:54,//weibo.com/7774119628/M1vJitqFH?refer_flag=1001030103_,#重庆涪陵山火最新情况#刚看到是暂无伤亡的，希望能短时间内解决掉。希望消防员和居民都能注意安全，夏天晚上真的很热啊。希望疏散和救援都能顺利。 ?,yellow,0,0,0
婚姻与家庭杂志,08月17日 23:54,//weibo.com/1216388575/M1vJicWoq?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,0,0,0
大大大强_,08月17日 23:54,//weibo.com/7396286741/M1vJhiBwc?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#注意安全！愿平安！消防员们辛苦了！ 一定要平平安安！！ ?,yellow,0,0,0
漫游的源源,08月17日 23:54,//weibo.com/6111343537/M1vJfzr42?refer_flag=1001030103_,张浩西昌 浩队，重庆又发生山火了，愿你的战友都凯旋而归 ?,yellow,0,0,5
山西政法,08月17日 23:54,//weibo.com/6008483913/M1vJftV3r?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,27,14,10
河南反邪教,08月17日 23:54,//weibo.com/5876889288/M1vJfgIU3?refer_flag=1001030103_,【#涪陵山火#遭遇山火怎么办？教你如何在火场中逃生！】森林火灾发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，险情哪怕是专业的救火队员，都难以预料，面对突如其来的危险，想要成功逃生，关键是要想办法逃开高危火环境、迅速避险，戳视频。#重庆涪陵山火仍在扑救中#L青春中州的微博视频 ? 收起d,blue,0,0,1
王源的小汤圆B,08月17日 23:54,//weibo.com/7550566114/M1vJ9kZSc?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安回来 ?,yellow,0,0,0
极得想我,08月17日 23:54,//weibo.com/7462063652/M1vJ8sQEQ?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
丽妃的小脚气,08月17日 23:54,//weibo.com/7565244538/M1vJ8rKSn?refer_flag=1001030103_,#涪陵山火#雨神，要不你去下重庆？ ?,yellow,0,0,6
听雨眠·默,08月17日 23:54,//weibo.com/6666364751/M1vJ8cm1D?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平平安安 ?,yellow,0,0,0
阳光甚好明媚,08月17日 23:53,//weibo.com/7491687986/M1vJ3qm6d?refer_flag=1001030103_,分享网易新闻《重庆涪陵突发山火 暂无伤亡消防正扑救》 O重庆涪陵突发山火 暂无伤亡消防正扑救 来自@网易新闻客户端 #网易新闻# ?,yellow,0,0,0
微笑的鱼鱼子,08月17日 23:53,//weibo.com/6427245256/M1vJ2ydsO?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 愿平安??? ?,yellow,0,0,0
冰雪有点聪明的欣悦,08月17日 23:53,//weibo.com/1177917961/M1vJ1DSR6?refer_flag=1001030103_,#平顶山989广播微新闻# 【直播：重庆涪陵山火最新情况】8月17日，重庆涪陵北山坪突发山火，火焰蔓延半边山坡，消防员奋力扑救，愿平安！重庆消防回应：仍在扑救过程中，暂无人员伤亡。关注 ↓↓↓ L四川观察的微博视频     ???,yellow,0,0,1
念玖丞,08月17日 23:53,//weibo.com/6089468756/M1vJ16SrG?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,1
靑山应有信,08月17日 23:53,//weibo.com/7514880503/M1vIY9zCS?refer_flag=1001030103_,8月17日下午，重庆市涪陵区城区周边发生山火，目前山火仍在扑救中，暂无人员伤亡，愿平安！#涪陵山火# L靑山应有信的微博视频 ?,gold,1,1,0
宅宅宅小懒ot,08月17日 23:53,//weibo.com/2656112881/M1vIXbWQa?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#快下雨吧好多地方都晒干了 ?,yellow,0,0,4
Iris是贰柒呀,08月17日 23:53,//weibo.com/6382338466/M1vIUACHR?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安??? ?,yellow,0,0,0
园又园的微博,08月17日 23:53,//weibo.com/5238210647/M1vIUgO0N?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#??? ?,yellow,0,0,0
梨雨白鹿青崖间,08月17日 23:53,//weibo.com/7333290242/M1vIT75P9?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安 ?,yellow,0,0,0
魏大熙不分心,08月17日 23:53,//weibo.com/5318941399/M1vISulVD?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#这么大火，四十几度的天，消防员们辛苦祝平安?? ?,yellow,0,0,5
·丸子早餐店,08月17日 23:53,//weibo.com/7534330303/M1vIRCbWu?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,1
小杨芽芽2404,08月17日 23:53,//weibo.com/6659720192/M1vIOBzJd?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安? ?,yellow,0,0,0
晨曦adg,08月17日 23:53,//weibo.com/5542517672/M1vIL9tDO?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#求求了，消防员们一定要平安归来 ?,yellow,0,0,2
Love深紫浅蓝,08月17日 23:53,//weibo.com/2487702792/M1vIKvDbx?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#求老天爷降一场大雨??? ?,yellow,0,2,8
不回家的猫猫,08月17日 23:52,//weibo.com/5825721650/M1vIGkayv?refer_flag=1001030103_,#涪陵山火#愿扑火人员平安！今年重庆夏天实在太热了，我从小到大从来没经历过如此连续性的高温天气，天天40多度。全天24小时空调还是觉得热，而且长时间空调人都是昏的。山火算是天灾，其实有关部门早就开始防范了，但没办法，太热了，植物都烤干了，山火还是发生了。希望尽快扑灭，也祈祷所有人平安??? 收起d,yellow,0,0,0
鹰红大4201,08月17日 23:52,//weibo.com/5752980584/M1vIF9kQJ?refer_flag=1001030103_,#涪陵山火# 重庆涪陵区不知何原因引发了山火！现场火势巨大，希望人员无碍，消防员安全第一！！！#重庆涪陵山火仍在扑救中# L搞笑先锋李干事的微博视频 ?,yellow,0,0,2
雨轩轩-轩,08月17日 23:52,//weibo.com/7776201570/M1vIEzUkJ?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安? ?,yellow,0,0,0
捞月亮的悠悠,08月17日 23:52,//weibo.com/6740975602/M1vIElBar?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安！ ?,yellow,0,0,0
军旅菌,08月17日 23:52,//weibo.com/2670985301/M1vIDaM7e?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安?  ?,gold,0,1,3
HeSiQi_,08月17日 23:52,//weibo.com/5177680456/M1vICfjMt?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
奶油是小狗,08月17日 23:52,//weibo.com/6882201715/M1vIBjSLV?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安！！ ?,yellow,0,0,0
孙头头的小药箱,08月17日 23:52,//weibo.com/7267975968/M1vIpe8wB?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,yellow,0,0,0
走走__er,08月17日 23:52,//weibo.com/5398780702/M1vImACM8?refer_flag=1001030103_,#重庆涪陵突发山火#希望快下雨，希望没有人员伤亡?? ?,yellow,0,0,1
陰陽怪氣_樾伽,08月17日 23:51,//weibo.com/3090710640/M1vIh17xc?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#天，感觉好严重，愿平安。今年重庆各区县温度都过高，发生山火的概率也变高了 ?,yellow,0,0,8
我有一只橘屁,08月17日 23:51,//weibo.com/7771456206/M1vIfqK1v?refer_flag=1001030103_,#重庆涪陵突发山火#希望救援人员平安 ?,yellow,0,0,2
MakeADreamFY,08月17日 23:51,//weibo.com/7353731286/M1vI8F4pC?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#昨天还看的嘉陵江干了 重庆这么高温吗愿平安 ?,yellow,0,8,40
MD_LYNing宁,08月17日 23:51,//weibo.com/2636115131/M1vI8F4jD?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 愿平安归来，谢谢逆行者 ?,yellow,0,0,1
淇子不吃辣_,08月17日 23:51,//weibo.com/6465494710/M1vI7dK69?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#加油加油 ?,yellow,0,0,0
孤傲的狂生,08月17日 23:51,//weibo.com/7751456513/M1vI6hbPT?refer_flag=1001030103_,重庆涪陵山火??? L孤傲的狂生的微博视频 ?,yellow,9,8,28
大嘴巴凃凃,08月17日 23:51,//weibo.com/7565558808/M1vI6iiJP?refer_flag=1001030103_,#涪陵山火#重庆今年真的太干了 ?,yellow,0,0,0
爱上未来的你8687,08月17日 23:51,//weibo.com/5099783524/M1vI5q9FL?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#天呐，消防员去灭火也要注意安全啊！！！！！一定要平安归来。 ?,yellow,0,2,0
